id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
278,Taxi Drive,Xamã;Bagua Records;CMK;Major RD,brazil,happy,0.682,170.1,0.632,0.634,0.0554
279,pânico de nada,Don L,brazil,happy,0.834,143.35,0.678,0.493,0.18
280,Sou Eu,Fabiana Anastácio,brazil,euphoric,0.78,127.95,0.901,0.738,0.479
281,Um Dia de Chuva Qualquer,BK;El Lif Beatz,brazil,euphoric,0.842,90.03,0.725,0.715,0.664
282,enquanto recomeça,Don L,brazil,intense,0.637,146.07,0.214,0.686,0.057
283,Um Milhão de Anos - Ao Vivo,Theo Rubia;AC Music,brazil,intense,0.61,134.08,0.109,0.459,0.0062
284,Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,brazil,euphoric,0.976,181.12,0.818,0.345,0.0006
285,Nossa Música,Ponto De Equilíbrio;Gabriel O Pensador,brazil,euphoric,0.715,90.01,0.773,0.723,0.065
286,Vá Morar Com O Diabo - Ao Vivo,Cássia Eller,brazil,euphoric,0.861,100.33,0.814,0.662,0.701
287,A fórmula do amor,Kid Abelha,brazil,euphoric,0.735,133.29,0.881,0.68,0.0597
288,Me Deixe Aqui,Weslei Santos,brazil,melancholic,0.217,77.81,0.261,0.583,0.859
289,Petróleo Do Futuro,Legião Urbana,brazil,intense,0.802,202.87,0.338,0.224,0.0083
290,Cuidas de Mim,Olívia Ferreira,brazil,melancholic,0.312,169.72,0.196,0.234,0.577
291,Você não vai Parar,Samuel Messias,brazil,melancholic,0.397,126.19,0.21,0.484,0.828
292,Abram-se os Caminhos,Edi Rock;Bagua Records;Alexandre Carlo;Marcelo Falcão,brazil,euphoric,0.833,75.0,0.701,0.708,0.0262
293,Carro Bicho 2,Major RD;Rock Danger;Raffé;El Lif Beatz,brazil,energetic,0.697,130.07,0.555,0.884,0.637
294,Refém,3030;Lauana Prado,brazil,happy,0.652,145.01,0.862,0.774,0.518
295,Onda do Arraial - Ao Vivo,Armandinho,brazil,energetic,0.728,94.98,0.528,0.643,0.295
296,Seja Forte,Isadora Pompeo,brazil,intense,0.609,128.13,0.276,0.567,0.004
297,Me Perdoe,Gerson Rufino,brazil,energetic,0.636,137.96,0.429,0.654,0.465
298,Seu Amor / Diante da Cruz,Isaias Saad;LUDI,brazil,melancholic,0.24,71.37,0.251,0.333,0.836
299,Cinco Estrelas,Cartel Mcs;Sain,brazil,happy,0.694,177.16,0.649,0.399,0.409
300,Sutilmente - Ao Vivo,Nando Reis;Samuel Rosa,brazil,angry,0.743,102.71,0.296,0.456,0.0513
301,Freefall,The Breakfastaz,breakbeat,energetic,0.899,138.01,0.588,0.655,0.0001
302,Roadblox,The Prodigy,breakbeat,angry,0.82,165.02,0.195,0.519,0.0014
303,Astronomical (feat. Walt Grizzly),Datsik;Walt Grizzly,breakbeat,energetic,0.847,139.99,0.554,0.779,0.0052
304,Wide Open,The Chemical Brothers,breakbeat,focused,0.593,124.01,0.207,0.607,0.102
305,Spybreak! - Short One,Propellerheads,breakbeat,energetic,0.931,127.83,0.49,0.559,0.0
306,Fire,Deekline;Wizard,breakbeat,happy,0.661,136.0,0.704,0.719,0.0215
307,Electronic Battle Weapon 6,The Chemical Brothers,breakbeat,intense,0.934,139.95,0.32,0.557,0.0071
308,Pump Action,Overseer,breakbeat,energetic,0.828,105.0,0.5,0.609,0.0007
309,Rocinha - Mixed,Bombo Rosa,breakbeat,happy,0.916,128.0,0.644,0.677,0.0002
310,Atom Bomb,Fluke,breakbeat,intense,0.915,110.01,0.348,0.5,0.0014
311,Jungle Champion,Freestylers;Deekline,breakbeat,happy,0.914,173.99,0.68,0.693,0.0013
312,Concussion - Mefjus Remix,Noisia;Mefjus,breakbeat,intense,0.98,172.04,0.396,0.607,0.0003
313,Anomaly,Noisia,breakbeat,angry,0.959,171.91,0.149,0.508,0.0002
314,Spit It Out - Mixed,The Breakfastaz,breakbeat,angry,0.929,137.99,0.136,0.563,0.0
315,Fire - Sunrise Version,The Prodigy,breakbeat,euphoric,0.72,140.03,0.951,0.747,0.0151
316,Bad Boy Your Love - Original Mix,Ed Solo;Deekline,breakbeat,happy,0.941,174.99,0.637,0.575,0.0006
317,Dark Days Dark Times - Edit,Dub Pistols;Seanie T;MC Navigator,breakbeat,intense,0.894,97.02,0.398,0.709,0.0362
318,Get Down Massive,Freestylers,breakbeat,energetic,0.92,134.87,0.479,0.731,0.0168
319,All That She Wants - Original Mix,Ed Solo;Fak Scratch;Ganja Burn Fyah,breakbeat,euphoric,0.982,173.06,0.75,0.614,0.0002
320,Funky Shit,The Prodigy,breakbeat,angry,0.99,125.01,0.252,0.704,0.157
321,Slow Motion - Original Mix,DJ Fixx,breakbeat,euphoric,0.953,160.05,0.743,0.649,0.0014
322,Mind Over Matter,Tony Faline,breakbeat,energetic,0.782,135.06,0.532,0.775,0.0006
323,VIP Sound - Benny Page Remix,Deekline;Ed Solo;General Levy;Benny Page,breakbeat,intense,0.854,174.98,0.387,0.627,0.0009
324,Ain't Talkin' 'Bout Dub,Apollo 440,breakbeat,happy,0.937,163.98,0.657,0.331,0.0057
325,Glitter,Mint Royale,breakbeat,angry,0.874,177.56,0.0582,0.505,0.228
326,O.K.,Fluke,breakbeat,focused,0.521,97.07,0.0375,0.542,0.0864
327,Fear <Rez edit><area 05>,Adam Freeland,breakbeat,energetic,0.684,89.98,0.405,0.783,0.0004
328,Ruffneck - Reggae Mix,Ed Solo;Elijah MC,breakbeat,happy,0.641,87.5,0.842,0.887,0.162
329,Boom Blast,Freestylers,breakbeat,happy,0.946,138.04,0.673,0.781,0.0022
330,Invisible Sun,The Prodigy,breakbeat,energetic,0.711,139.98,0.442,0.625,0.0003
331,If Only,George Fenton,british,melancholic,0.0972,63.4,0.0702,0.361,0.993
332,Days Like This,Shaun Escoffery,british,energetic,0.822,108.02,0.567,0.682,0.0035
333,In The Army Now,Status Quo,british,euphoric,0.722,104.67,0.904,0.686,0.101
334,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,british,energetic,0.903,115.67,0.498,0.403,0.574
335,Mercy,Duffy,british,euphoric,0.859,129.95,0.964,0.786,0.261
336,I Only Want To Be With You - Mono,Dusty Springfield,british,euphoric,0.823,132.7,0.953,0.593,0.167
337,Here I Go Again,Whitesnake,british,happy,0.877,92.97,0.687,0.484,0.151
338,Battle of Evermore,Blind Faith,british,focused,0.416,145.09,0.374,0.534,0.572
339,Candlesticks and Caravans,Lorne Balfe;Harriet Slater,british,focused,0.447,118.98,0.0657,0.523,0.0036
340,Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones,british,euphoric,0.757,152.22,0.714,0.545,0.408
341,Slow Ride,Foghat,british,happy,0.586,113.62,0.656,0.493,0.0202
342,Taxman - 2022 Mix,The Beatles,british,euphoric,0.762,133.23,0.708,0.493,0.0022
343,Starfire - Remastered,DragonForce,british,intense,0.799,150.11,0.309,0.416,0.233
344,"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental",Gerald Finzi;Amy Dickson;Aurora Orchestra;Nicholas Collon,british,melancholic,0.0899,111.87,0.0711,0.198,0.949
345,Come Together - Remastered 2009,The Beatles,british,melancholic,0.376,165.01,0.187,0.533,0.0302
346,We Gotta Get Out Of This Place,Eric Burdon,british,happy,0.633,135.11,0.781,0.585,0.521
347,One More Night,Michael Kiwanuka,british,euphoric,0.764,107.81,0.944,0.684,0.0129
348,How Have You Been?,Tom Rosenthal,british,melancholic,0.0276,72.96,0.12,0.376,0.967
349,Return of the Mack,Mark Morrison,british,happy,0.833,95.49,0.612,0.715,0.0063
350,I Want To Hold Your Hand - Remastered 2015,The Beatles,british,euphoric,0.715,130.73,0.866,0.49,0.386
351,Home Again,Michael Kiwanuka,british,melancholic,0.32,85.89,0.266,0.564,0.706
352,Midnight Rambler - Mono,The Rolling Stones,british,energetic,0.649,128.25,0.52,0.497,0.701
353,Through the Wall,Lorne Balfe,british,melancholic,0.238,89.95,0.0393,0.304,0.0232
354,Paradise,Sade,british,euphoric,0.792,99.82,0.968,0.738,0.309
355,Miss Polly Had a Dolly,Toddler Fun Learning,british,romantic,0.484,120.04,0.818,0.961,0.449
356,Million Years Ago,Adele,british,melancholic,0.274,105.93,0.179,0.72,0.742
357,The Funeral,YUNGBLUD,british,euphoric,0.869,92.54,0.746,0.576,0.0001
358,The Wind - Remastered 2021,Yusuf / Cat Stevens,british,romantic,0.291,115.75,0.806,0.765,0.787
359,Prelude for String Orchestra (Live),Gerald Finzi;Klein High School Chamber Orchestra;Creston Herron,british,melancholic,0.111,137.88,0.0771,0.15,0.809
360,Left for America,Ciaran Lavery,british,melancholic,0.384,79.86,0.25,0.498,0.818
361,月半小夜曲,Hacken Lee,cantopop,melancholic,0.297,80.19,0.237,0.551,0.737
362,失落沮喪歌 - Live,my little airport,cantopop,intense,0.862,110.05,0.371,0.363,0.0015
363,但願不只是朋友,Leon Lai,cantopop,focused,0.594,122.16,0.486,0.65,0.0504
364,rm1210 - Live,my little airport,cantopop,melancholic,0.256,111.59,0.303,0.472,0.897
365,靜靜,Serrini,cantopop,melancholic,0.0699,114.5,0.133,0.66,0.953
366,紅玫瑰(國),Eason Chan,cantopop,focused,0.583,128.05,0.345,0.425,0.744
367,我和你,Danny Chan;Joe Wong and Tom Brown,cantopop,happy,0.569,104.0,0.661,0.694,0.131
368,司機,Shawn Yue,cantopop,focused,0.474,139.03,0.28,0.546,0.343
369,記憶棉,MC 張天賦,cantopop,focused,0.533,149.86,0.214,0.491,0.393
370,罅隙,Anthony Wong,cantopop,melancholic,0.38,123.98,0.366,0.608,0.777
371,愛你/不愛你,Leon Lai,cantopop,energetic,0.937,110.0,0.425,0.777,0.0385
372,"無限旅程 - 電視劇 ""生命之旅"" 主題曲",Kenny Bee,cantopop,focused,0.554,124.16,0.25,0.566,0.48
373,聽海浪,Byejack;Midnight.,cantopop,focused,0.598,78.01,0.443,0.629,0.526
374,漸漸,Eason Chan;eason and the duo band,cantopop,focused,0.401,109.98,0.29,0.646,0.617
375,愛愛愛,Khalil Fong,cantopop,focused,0.459,66.37,0.346,0.473,0.4
376,人類不宜飛行,Dear Jane,cantopop,intense,0.783,135.98,0.347,0.445,0.245
377,但願人長久,Faye Wong,cantopop,melancholic,0.244,176.61,0.336,0.331,0.809
378,甘心替代你,Ekin Cheng,cantopop,melancholic,0.355,74.18,0.273,0.448,0.77
379,"王菲,關於你的眉",my little airport,cantopop,focused,0.368,181.49,0.425,0.353,0.604
380,西湖沒有中秋,my little airport,cantopop,chill,0.211,138.07,0.503,0.616,0.759
381,"Can You Read My Mind (Love Theme From ""Superman"")",陳美玲,cantopop,melancholic,0.277,75.74,0.228,0.373,0.655
382,兩旬之歌,Byejack;Slizznico,cantopop,melancholic,0.377,115.02,0.207,0.754,0.531
383,情人知己,Sally Yeh,cantopop,focused,0.462,121.0,0.239,0.443,0.662
384,"You Don't Wanna Be My Girlfriend, Phoebe",my little airport,cantopop,happy,0.539,142.97,0.751,0.669,0.377
385,時空寄情,Tracy Huang,cantopop,focused,0.54,178.05,0.576,0.432,0.233
386,車匙,Jason Chan,cantopop,intense,0.691,136.05,0.322,0.505,0.347
387,百年孤寂,Faye Wong,cantopop,angry,0.728,149.91,0.289,0.489,0.0148
388,失業抗爭歌 - Live,my little airport,cantopop,romantic,0.36,84.74,0.697,0.601,0.0033
389,"天使 - 劇集 ""寶寶大過天"" 主題曲",Kayee Tam,cantopop,focused,0.374,112.0,0.44,0.39,0.877
390,情比雨絲,Paula Tsui,cantopop,melancholic,0.272,101.33,0.191,0.549,0.771
391,Sweet Chocolate,Ron Trent,chicago-house,euphoric,0.811,123.01,0.944,0.669,0.0116
392,We Are Phuture,Phuture,chicago-house,angry,0.863,126.73,0.18,0.74,0.0663
393,Wonderjoy,Felix Da Housecat,chicago-house,energetic,0.741,122.98,0.527,0.643,0.0115
394,Devotion - Marshall Jefferson Remix,Ten City;Marshall Jefferson,chicago-house,euphoric,0.825,123.98,0.723,0.715,0.0679
395,Praise,Larry Heard,chicago-house,focused,0.543,108.0,0.269,0.779,0.0048
396,Most Wanted,Fast Eddie,chicago-house,energetic,0.98,122.51,0.578,0.976,0.0001
397,Hearts And Soul - Christo'Disco Rinse'Remix,Robert Owens;Atjazz,chicago-house,intense,0.753,105.93,0.309,0.802,0.0069
398,Get Get Down,Paul Johnson,chicago-house,happy,0.95,126.9,0.615,0.879,0.0002
399,Satisfaction,Ten City,chicago-house,happy,0.672,122.54,0.824,0.73,0.072
400,Radikal Bitch,Armando,chicago-house,happy,0.511,131.91,0.619,0.795,0.0
401,Endless Love (Bonus) - Mixed,Ron Trent,chicago-house,intense,0.684,173.98,0.393,0.566,0.0622
402,Hold On - Classic Vocal,Romanthony,chicago-house,energetic,0.865,119.79,0.489,0.667,0.0057
403,Titties and Beer,dj funk,chicago-house,energetic,0.959,143.02,0.43,0.771,0.0
404,Shake That Ass (ReWork),Bad Boy Bill;Nick Rockwell,chicago-house,energetic,0.865,127.02,0.413,0.597,0.0047
405,Soul Samba Express,Ron Trent;Anthony Nicholson,chicago-house,angry,0.976,121.99,0.101,0.712,0.005
406,If I Can't Get Down - Mixed,Mike Dunn,chicago-house,energetic,0.619,123.07,0.59,0.812,0.0025
407,Dream Machine,Mark Farina;Sean Hayes,chicago-house,romantic,0.465,110.01,0.688,0.904,0.121
408,What About This Love,Mr. Fingers,chicago-house,euphoric,0.828,112.96,0.802,0.662,0.0494
409,Midnight Passion,Roy Davis Jr.;C.O.D.,chicago-house,happy,0.783,126.72,0.614,0.714,0.0002
410,Electronic Debris,Mr. Fingers,chicago-house,angry,0.837,123.0,0.268,0.802,0.0313
411,Androgenous,Kenny Larkin,chicago-house,energetic,0.829,124.01,0.429,0.817,0.0054
412,Don't Stop,Bad Boy Bill,chicago-house,euphoric,0.907,122.98,0.763,0.568,0.0003
413,Dream Machine - JT Donaldson Mix,Mark Farina;JT Donaldson,chicago-house,euphoric,0.912,125.02,0.814,0.81,0.0001
414,That's The Way Love Is,Ten City,chicago-house,euphoric,0.937,120.0,0.96,0.678,0.187
415,U Used To Hold Me,Ralphi Rosario,chicago-house,euphoric,0.799,123.06,0.798,0.714,0.0011
416,Beautiful People - Obskür Remix,Barbara Tucker;Obskür,chicago-house,intense,0.677,128.02,0.384,0.832,0.0034
417,Dance - Club Mix,Pal Joey,chicago-house,happy,0.714,124.41,0.7,0.778,0.0001
418,Play That Piano,Ralphi Rosario,chicago-house,happy,0.678,124.68,0.741,0.804,0.0697
419,Dream Machine - DownTempo Mix,Mark Farina,chicago-house,happy,0.676,115.98,0.776,0.905,0.219
420,Mental Black Resurrection - Piano Dub,Glenn Underground,chicago-house,energetic,0.729,125.55,0.496,0.802,0.0619
421,Joy to the World,Love to Sing,children,romantic,0.396,109.06,0.605,0.806,0.533
422,Bingo (Was His Name-O),CoComelon,children,happy,0.591,179.94,0.984,0.716,0.219
423,First Day of School,CoComelon,children,romantic,0.243,120.1,0.817,0.975,0.806
424,Pat-a-Cake Pat-a-Cake,The Kiboomers,children,romantic,0.4,84.9,0.854,0.854,0.646
425,If You're Happy and You Know It - Clap Your Hands,Zouzounia,children,happy,0.533,124.17,0.886,0.892,0.0663
426,Old MacDonald,CoComelon,children,romantic,0.479,199.84,0.936,0.704,0.292
427,Bath Song,CoComelon,children,romantic,0.306,190.12,0.963,0.837,0.387
428,Hoch in der Luft,Rolf Zuckowski;Sasha;Oonagh,children,romantic,0.272,118.13,0.887,0.819,0.854
429,Candy Girl,Kidz Bop Kids,children,euphoric,0.916,104.03,0.805,0.728,0.0731
430,Chandamama Gol Gol,WowKidz,children,romantic,0.434,60.02,0.709,0.854,0.788
431,The Purple People Eater,The Countdown Kids,children,happy,0.698,158.02,0.961,0.572,0.0404
432,Bumping up and Down,The Kiboomers,children,romantic,0.49,139.91,0.719,0.876,0.62
433,Chonita,Cri-Cri,children,romantic,0.166,71.28,0.675,0.491,0.808
434,Y.M.C.A.,The Minions,children,euphoric,0.91,119.92,0.894,0.706,0.0028
435,The Scientist,Sweet Little Band,children,melancholic,0.221,147.96,0.0783,0.486,0.969
436,Days of the Week,The Singing Walrus,children,happy,0.529,129.93,0.802,0.956,0.104
437,I Am the Music Man,CoComelon,children,romantic,0.447,120.0,0.979,0.884,0.753
438,Months of the Year Song,Kids TV 123,children,romantic,0.249,99.12,0.728,0.616,0.888
439,Feliz Navidad,VeggieTales,children,happy,0.506,157.75,0.924,0.707,0.48
440,"One, Two, Buckle My Shoe",Mother Goose Club,children,happy,0.573,99.97,0.964,0.912,0.0152
441,Chanda Maama,WowKidz,children,focused,0.484,89.97,0.57,0.904,0.551
442,Baby Shark,Pinkfong,children,energetic,0.865,115.06,0.524,0.821,0.31
443,Ghost,Kidz Bop Kids,children,intense,0.917,105.02,0.345,0.622,0.0078
444,"Head, Shoulders, Knees and Toes",The Wiggles,children,euphoric,0.713,118.2,0.96,0.897,0.164
445,Vamos A Jugar,Tatiana,children,euphoric,0.885,168.35,0.964,0.608,0.132
446,5 Little Ducks,The Learning Station,children,romantic,0.338,136.01,0.823,0.92,0.819
447,Five Little Speckled Frogs,CoComelon,children,romantic,0.367,105.02,0.985,0.939,0.682
448,The Animal Sounds Song (Edited Version),Kids TV 123,children,chill,0.269,162.92,0.538,0.549,0.829
449,The Wheels on the Bus,Wheels on the Bus,children,euphoric,0.82,120.0,0.737,0.797,0.183
450,Day Is Gone,Caspar Babypants,children,melancholic,0.322,89.67,0.246,0.453,0.891
451,Talk It Out,dwsdmusic,chill,romantic,0.491,145.03,0.68,0.646,0.465
452,Everybody Dies in Their Nightmares,Danny G,chill,euphoric,0.805,129.51,0.87,0.691,0.732
453,boyfriend,Maasho,chill,melancholic,0.275,107.94,0.321,0.715,0.584
454,I Feel Good,Pink Sweat$,chill,happy,0.75,106.0,0.628,0.803,0.0233
455,Feather (feat. Cise Starr & Akin from CYNE),Nujabes;Cise Star;Akin Yai,chill,euphoric,0.749,180.6,0.881,0.565,0.655
456,At My Worst,Pink Sweat$,chill,romantic,0.415,91.92,0.667,0.813,0.777
457,m i s t,eevee,chill,melancholic,0.229,130.07,0.395,0.624,0.354
458,Nothin' on Me,Leah Marie Perez,chill,focused,0.402,100.02,0.478,0.791,0.4
459,Tabibito,Tenno,chill,melancholic,0.34,134.03,0.266,0.682,0.521
460,When I See You,Mokita,chill,focused,0.568,116.79,0.325,0.649,0.46
461,Love Drunk,Faime,chill,happy,0.535,180.07,0.914,0.733,0.355
462,Strawberry Huracan,MASN,chill,energetic,0.709,138.98,0.566,0.62,0.295
463,How Did I Get Here,ODESZA,chill,focused,0.579,96.06,0.357,0.707,0.384
464,retrograde,dhruv,chill,melancholic,0.229,90.2,0.281,0.49,0.804
465,A Moment Apart,ODESZA,chill,intense,0.663,120.02,0.0756,0.515,0.179
466,Behind The Sun,ODESZA,chill,intense,0.926,140.04,0.364,0.598,0.0057
467,Left Back - Remix,Ronzo;COMFY,chill,happy,0.654,144.97,0.805,0.904,0.468
468,I'll Keep You Safe,Sarah Meow;Shiloh,chill,melancholic,0.206,115.01,0.389,0.758,0.922
469,Better With You (with Benjamin Kheng),Gentle Bones;Benjamin Kheng,chill,focused,0.456,154.01,0.45,0.646,0.176
470,Glass,nekoi,chill,melancholic,0.291,113.01,0.0701,0.472,0.958
471,vulnerable,dhruv,chill,focused,0.543,115.98,0.3,0.696,0.438
472,Dance with Me,CORBAL;Shiloh Dynasty;itssvd,chill,melancholic,0.275,114.82,0.363,0.593,0.816
473,Under Your Skin,BluntOne;Baen Mow,chill,chill,0.173,107.83,0.527,0.38,0.757
474,The Unknown,peach tinted,chill,happy,0.69,136.53,0.726,0.594,0.151
475,Hopeless Romantic,Yusei,chill,focused,0.49,170.0,0.352,0.516,0.941
476,"dear me,",Gentle Bones,chill,focused,0.459,138.06,0.435,0.629,0.38
477,Casual,Johnny Stimson;Jeff Bernat;Jesse Barrera,chill,focused,0.45,67.47,0.412,0.53,0.393
478,Concrete,Ben Kessler,chill,focused,0.459,92.07,0.344,0.578,0.381
479,Smile,Nohidea;Ben Beal;sophie meiers,chill,romantic,0.487,75.49,0.749,0.531,0.911
480,Free With You,Rnla;yaeow,chill,melancholic,0.356,80.04,0.132,0.708,0.907
481,"Piano Sonata in No. 11 A Major, K. 331: III. Rondo alla turca",Wolfgang Amadeus Mozart;Una Bourne,classical,romantic,0.215,80.61,0.65,0.355,0.987
482,Through The Fire And Flames,DragonForce,classical,angry,0.953,199.89,0.14,0.153,0.0015
483,Chuzhi Pottu Revival,Sirkazhi Govindarajan,classical,happy,0.574,89.72,0.912,0.376,0.942
484,Jo Achyutananda,Priya Sisters,classical,chill,0.262,148.4,0.532,0.493,0.727
485,River Flows In You,Yiruma,classical,melancholic,0.22,145.19,0.116,0.315,0.987
486,"Impromptu No. 1 in A-Flat Major, Op. 29",Frédéric Chopin;Makiko Takeda,classical,melancholic,0.0282,92.53,0.137,0.245,0.993
487,Ramacandram,T. M. Krishna,classical,happy,0.533,83.07,0.912,0.656,0.902
488,"Le carnaval des animaux, R. 125: IV. Tortues - V. L'Éléphant - VI. Kangourous",Camille Saint-Saëns;Alfons Kontarsky;Aloys Kontarsky;Wiener Philharmoniker;Karl Böhm,classical,melancholic,0.0108,133.5,0.143,0.373,0.975
489,Lambhodharaya,Nithyasree,classical,focused,0.467,131.91,0.565,0.703,0.653
490,"Lyric Pieces I, Op. 12 (Excerpts): No. 6, Norsk",Edvard Grieg;Una Bourne,classical,melancholic,0.236,135.68,0.38,0.345,0.989
491,"Der Nussknacker, Op. 71: Schneeflockenwalzer",Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben,classical,melancholic,0.248,94.64,0.15,0.39,0.986
492,"Sonata for Piano and Violin in E flat, K.481: 3b. Variation 1",Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,classical,chill,0.136,79.28,0.546,0.365,0.984
493,Sri Venkatesa Suprabhatam - Language: Tamil,Priya Sisters,classical,romantic,0.29,101.05,0.808,0.567,0.807
494,"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto",Wolfgang Amadeus Mozart;Ingrid Haebler;Wiener Symphoniker;Christoph von Dohnányi,classical,melancholic,0.0975,84.99,0.0832,0.21,0.973
495,"Nocturne in C-Sharp Minor, B. 49, Op. Posth",Frédéric Chopin;David Fung,classical,melancholic,0.0322,69.94,0.0986,0.339,0.99
496,"Mozart: Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai",Wolfgang Amadeus Mozart;Daniel Barenboim;Berliner Philharmoniker,classical,melancholic,0.159,71.78,0.229,0.356,0.984
497,Sri Skandha Guru Kavacham,Soolamangalam Sisters,classical,romantic,0.494,116.01,0.668,0.64,0.96
498,"Miroirs, M. 43: V. La vallée des cloches",Maurice Ravel;Yukie Nagai,classical,melancholic,0.0008,50.68,0.0394,0.263,0.995
499,"Carnaval, Op. 9: No. 21, Marche des Davidsbündler contre les Philistins (Live in Japan, 2022)",Robert Schumann;Pavel Nersessian,classical,melancholic,0.211,149.94,0.28,0.416,0.994
500,Maybe Christmas - Orchestra Version,Yiruma,classical,melancholic,0.154,71.0,0.0756,0.105,0.946
501,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,classical,melancholic,0.145,77.9,0.329,0.375,0.963
